Tenth,Twelfth,CGPA,Internships,Projects,Aptitude,Soft skills,Leadership,Extracurricular,Certifications,Backlogs,DSA,Lang,Probability
73.22,76.94,8.04,1,1,65.66,63.56,52.78,84.77,0,1,73.09,0,56.2
65.87,93.72,8.47,0,1,76.14,65.44,52.38,48.6,3,0,57.22,2,59.4
70.83,67.75,7.05,1,3,78.37,33.9,53.96,36.36,1,1,36.86,2,50
78.44,80.56,5.74,0,1,73.6,89.87,78.37,48.54,0,0,59.21,1,55.8
78.48,80.65,7.46,3,1,68.6,76.1,88.53,97.67,2,0,57.42,3,66.1
66.02,75.11,5.3,2,0,73.21,46.6,40.28,69.1,1,0,74.5,1,50.4
70.12,73.08,6.66,0,2,61.74,72.81,64.9,55.82,0,1,44.96,1,51.2
85.74,62.84,7.19,0,0,48.37,51.16,70.88,100,0,3,100,1,53
79.96,47.9,9.38,1,4,65.66,72.69,65.25,73.62,0,1,40.4,5,59.6
95.75,60.77,7.32,1,2,72.75,54.22,100,66.72,0,0,89.87,4,63.2
86.8,68.71,7.14,0,4,68.08,69.04,60.5,82.13,0,1,85.49,4,60
86.44,85.07,6.94,2,2,47.13,74.03,39.14,84.67,0,0,34.62,1,55.8
61.12,71.87,5.66,0,3,66.81,71.83,53.12,47.43,2,1,67.4,1,50.3
82.64,67.29,7.09,2,3,60.8,63.22,68.52,38.53,1,1,51.74,3,56.1
74.47,63.2,7.1,1,2,90.04,58.03,73.28,40.3,0,1,47.04,1,53.4
69.49,80.22,6.03,0,2,78.42,63.88,56.32,61.27,6,1,78.6,0,56.2
76.68,87.94,5.81,2,3,24.82,83.2,68.2,58.45,2,2,54.23,5,56.2
84.45,84.7,6.52,0,1,70.76,75.16,94.08,47.59,1,1,69.95,0,57.9
80.01,79.67,7.06,0,2,52.95,79.46,100,41.34,2,3,65.95,3,57.5
66.22,56.77,6.54,1,2,48.21,67.54,91.2,84.79,3,1,42.42,0,52.7
82.42,69.13,5.95,1,0,35.65,83.33,86.38,48.2,0,0,76.77,4,55.7
68.62,94.42,7.29,0,5,83.15,90.34,79.56,37.41,1,1,61.38,3,62.4
77.17,85.34,7.54,1,3,85.2,47.62,61.81,52.99,1,1,95.8,1,59.8
71.97,56.09,7.12,3,1,47.5,52.13,63.01,42.11,2,1,84.04,2,53.3
72.81,72.39,6.44,1,1,86.79,84.2,83.29,44.04,2,1,73.07,5,60.7
82.66,76.99,7.59,2,0,100,93.88,82.89,59.75,0,0,73.21,2,65.5
64.6,64.62,6.81,1,2,66.9,51.39,75.28,71.3,3,1,80.27,3,56.3
94.45,47.6,5.81,0,1,56.45,47.59,86.1,100,2,1,83.47,2,54.7
56.79,74.09,8.04,0,2,68.91,56.64,28,95.34,0,1,97.87,1,53.7
69.02,64.33,7.35,0,0,87.53,60.69,72.12,34.17,0,0,81.81,0,53.5
78.7,64.38,6.88,3,1,89.74,70.28,39.45,56.14,1,0,91.33,1,58.5
80.84,69.1,5.43,0,3,69.47,79.61,59.88,69.6,4,1,59.92,3,56.4
74,71.53,6.26,0,2,56.22,65.24,64.39,67.93,0,0,55.6,0,51.3
74.43,72.9,9.02,3,3,73.64,93.95,58.07,47.84,0,0,69.6,2,64.2
79.11,63.28,5.49,2,0,68.54,67.3,48.87,76.86,0,0,55.3,1,51.5
72.69,70.58,6.75,0,2,71.79,57.69,81.82,41.24,1,1,86.13,3,55.9
88.93,53.67,6.98,1,0,64.2,53.69,76.36,48.18,1,0,25.43,4,53.2
83.39,76.42,7.32,1,0,72.88,61.5,89.57,53.16,1,1,58.35,3,58.9
83.73,41.58,5.5,0,4,42.04,70.84,58.69,47.12,1,0,59.32,3,49
65.34,69.82,7.17,2,0,75.38,66.12,62.62,89,0,1,84.16,2,57.2
74.21,83.11,5.31,2,3,87.05,62.11,100,69.18,1,1,25.67,3,58.3
72,61.35,7.1,1,2,67.15,63.3,58.12,70.16,2,0,76.21,5,58.2
64.94,80.88,6.35,2,3,71.89,56.17,33.95,48.6,3,0,72.44,4,56.4
78.6,85.71,6.13,3,1,45.91,71.42,82.33,100,2,1,85.77,3,62.4
69.62,36.61,7.83,0,5,77.8,97.91,84.34,34.13,2,1,47.46,1,55.5
81.55,71.34,6.76,0,1,83.91,63.31,87.99,77.47,0,0,52.97,1,57.5
64.3,41.37,7.47,1,3,94.61,73.63,86.53,99.12,1,0,62.56,0,58.3
92.19,71.7,7.51,2,2,34.38,60.74,47.07,68.43,3,0,50.97,1,56.5
66.04,72.92,8.27,0,4,77.93,93.53,78.64,64.07,4,0,49.47,1,62.8
77.19,45.69,5.79,0,2,43.9,59.41,75.02,53.51,1,0,25.42,2,46.5
82.92,94.17,7.92,0,4,75.87,61.88,78.92,72.78,2,0,100,3,67.5
69.29,76.15,7.02,1,2,61.68,44.12,62.64,59.24,4,0,62.7,0,54.8
83.52,63.66,6.62,3,1,77.51,39.91,85.92,93.08,1,0,59.87,1,58.8
62.71,89.12,5.85,1,2,76.46,64.76,75.16,48.65,0,2,63.2,4,54.7
89.52,53.25,7.61,3,2,71.25,59.65,72.31,45.47,1,0,100,1,60.6
75.14,59.48,6.08,0,1,63.15,75.54,55.4,40.9,2,1,41.65,4,50.3
69.04,47.71,7.52,2,0,72.43,75.87,81.56,91.59,0,1,49.99,3,56.3
72.01,92.81,8.93,1,4,84.08,70.97,62.46,70.22,1,0,42.89,3,64.8
83.09,76.66,7.98,1,2,74.01,75.25,70.4,88.32,0,0,51.79,0,60.6
69.16,80.25,8.39,0,2,81.86,77.27,63.41,53.77,0,1,97.68,3,61.2
67.51,76.31,6.28,0,6,49.17,74.23,80.4,31.66,2,0,100,2,57.9
72.78,79.31,7.76,0,4,70.96,59.4,68.28,81.14,1,3,50.15,2,56
63.23,73.86,5.86,1,3,62.74,55.73,46.43,78.02,3,1,69.78,0,51.7
93.21,75.98,6.77,2,1,81.66,64.12,84.33,46.29,0,0,98.44,1,62.2
69.34,74.18,8.74,0,5,77.96,62.07,81.71,40.4,1,1,86.57,4,62.4
83.32,66.31,6.39,2,4,62.29,70.7,74.24,46.33,0,0,75.35,4,59.3
77.09,72.49,8.11,0,2,72.3,83.01,69.89,55.5,0,0,62.61,5,61.1
65.15,76.01,8.02,1,3,67.89,63.05,48.97,62.37,3,2,62.38,2,56.2
74.94,74.22,8.07,1,2,75.88,70.74,65.81,69.76,1,1,73.07,2,60.1
82.84,56.74,5.73,1,4,75.23,97.6,51.56,51.92,1,2,67.31,0,53.3
73.12,58.21,7.53,0,0,71.03,72.94,75.03,100,0,0,49.75,5,57.8
86.93,84.91,6.84,0,0,49.93,75.57,79.15,100,0,0,55.42,3,59.4
85.22,69.62,8.09,1,1,92.27,92.87,87.46,65.94,1,1,100,1,66
84.19,79.43,5.34,0,1,85.83,64.96,68.06,66.8,0,1,65.87,1,54.1
70.4,60.99,7.37,1,2,71.34,77.67,75.12,47.94,1,0,73.01,6,60
64.2,56.8,7.23,0,1,77.78,55.17,58.12,83.82,2,0,67.03,4,55.2
68.86,63.72,5.01,0,1,79.02,62.6,41.94,64.24,0,1,72.5,2,47.9
76.96,70.55,6.11,1,2,59.64,62.66,52.64,32.23,2,0,29.57,2,50.5
80.46,65.68,5.17,1,3,88.63,75.09,77.49,48.09,0,1,69.28,2,55.4
53.28,87.23,6.27,0,1,39.52,99.21,59.57,61.44,2,0,53.41,1,52.6
74.92,74.97,7.55,0,4,44.44,56.22,33.83,82.26,1,1,100,1,54.7
76.58,93.34,7.2,1,1,59.28,84.71,63.63,12.26,2,1,76.01,2,58.1
72.22,77.45,7.17,2,0,75.04,80.79,58.49,67.45,1,0,70.37,0,58.2
87.91,46.46,5.96,1,3,72,71.5,61.61,59.79,2,0,70.21,3,56
79.22,84.62,8.12,0,4,71.09,72.08,73.68,49.81,2,1,83.39,0,61.4
88.1,56.39,6.98,0,1,68.93,78.76,100,51.43,0,0,38.92,2,56.3
72.84,75.54,7.03,1,1,65.19,68.38,42.39,80.31,1,0,66.85,1,55.3
84.37,64.48,7.94,1,1,50.87,61.58,94.73,59.91,1,0,79.47,0,58.6
91.35,96.57,6.01,1,3,49.35,84.79,66.91,11.1,1,0,58.42,6,60.2
88.12,88.84,7.23,0,1,50.74,65.96,87.36,58.78,0,1,59.45,4,59
64.08,64.84,7.42,1,2,53.6,70.04,73.26,71.01,1,0,67,2,56
72.46,71.6,6.45,0,2,48.78,52.99,65.81,46.63,1,0,40,3,50.5
71.55,75.69,7.65,1,1,48.46,66.98,73.74,25.02,1,3,80.9,3,53.6
79.89,82.5,7.48,1,0,65.89,46.63,36.09,83.77,0,0,43.28,4,55
81.86,73.32,6.9,0,2,85.84,70.18,55.1,50.69,2,3,56.83,3,54.9
66.61,61.73,6.87,0,1,76.6,46.62,69.67,64.44,0,0,58.06,1,51
75.68,65.11,7.52,1,2,56.11,41.86,38.61,21.19,0,0,71.08,1,49.3
54.8,72.95,7.79,0,3,59.65,46.22,66.22,83.73,1,0,98.37,4,57.7
89.42,86.58,7.06,1,2,98.45,74.84,47.45,34.86,4,0,76.56,1,62.9
69.88,77.71,8.12,2,0,62.51,53.46,74.02,86.68,0,0,49.39,1,57.4
75.56,64.49,7.66,1,3,53.69,66.08,74.52,47.15,1,0,40.95,2,55.3
71.9,80.13,5.21,0,2,65.68,58.43,91.6,67.95,0,0,73.61,3,55.5
86.46,68.74,5.6,0,4,61.46,74.42,72.45,77,0,0,47.81,4,56.5
46.62,82.79,8.18,0,4,57.15,41.54,43.19,34.9,0,0,84.11,3,52.2
74.83,100,6.75,0,4,70.52,67.21,53.88,71.58,2,1,77.6,2,60.1
73.94,69.05,7.16,1,4,89,61.84,39.33,73.55,1,0,69.65,1,57.3
70.46,81.82,8.14,0,0,50.2,79.02,72.64,23.35,2,1,41.84,2,54.2
92.26,64.8,6.99,0,2,75.82,77.1,55.59,50.58,0,1,100,1,57.2
66.13,71.77,7.04,0,1,84.82,35.87,65.41,31.41,3,1,48.82,3,51.8
82.72,73.33,6.13,0,3,76.76,85.61,61.85,17.68,2,1,80.34,2,56.4
78.56,70.87,7.37,2,2,85.52,83.51,39.25,55.38,2,1,40.39,2,57.5
87.62,100,7.59,1,1,78.06,74.88,71.15,53.88,2,0,87.23,3,66.6
68.33,69.63,6.42,1,4,59.54,47.13,82.07,45.94,1,0,61.35,1,53.4
67.67,79.46,6.08,0,2,96.94,75.66,50.59,42.52,1,0,66.03,3,56
85.96,51.77,9.63,3,1,77.8,78.5,58.74,27.26,0,0,57.7,1,60
79.25,77.75,6.91,0,0,100,63.22,79.27,60.01,0,0,99.43,4,62
59.55,85.56,6.32,1,1,42.08,82.16,50.34,72.1,4,0,81.01,1,55.8
69.61,67.2,7.71,0,3,100,93.29,62.84,67.14,1,0,55.55,0,59.6
78.86,45.39,6.95,2,1,82.95,62.11,73.7,26.68,0,1,54.06,2,52.2
83.38,72.57,5.91,1,1,77.06,54.61,84.14,74.99,4,0,80.36,3,61
68.21,73.19,7.48,0,1,56.17,64.89,68.24,80.71,3,2,100,4,58.4
45.86,80.96,6.15,3,3,81.12,75.94,49.84,100,1,0,61.87,2,57.9
80.23,95.12,8.58,2,1,87.97,67.78,70.52,45.36,0,0,77.14,4,66.4
62.8,68.82,7.49,0,1,43.64,53.62,55.98,72.63,0,1,87.66,0,49.9
54.83,63.58,6.72,1,2,78.55,85.46,63.04,91.94,0,1,64.32,1,54.5
46.68,60.16,7.11,0,2,60.31,65.44,43.11,72.02,0,2,65.72,5,48.7
83.14,75.18,7.9,1,1,78.67,77.07,47.49,100,1,0,51.9,2,60.9
76.29,78.27,7.19,0,1,54.55,77.66,76.49,54.79,0,0,70.78,4,58.1
72.74,67,9.12,1,4,89.07,65.29,69.78,50.84,0,0,53.41,4,62.3
88.89,81.57,8.14,3,1,68.8,77.34,57.53,23.39,0,1,49.88,1,58.7
81.37,78.12,7.49,0,2,81.25,93.98,48.12,58.98,0,1,42.7,2,57.2
91.16,73.48,6.06,2,2,84.5,81.71,89.57,60.89,0,1,66.13,1,60.7
61.07,63.07,6.85,0,1,74.49,43.71,75.08,65.96,0,1,49.06,2,49.6
74.65,67.7,7.48,1,7,56.97,65.36,100,70.77,0,1,71.35,2,60.9
58.83,46.27,6.18,0,3,79.5,57.62,48.72,56.47,1,2,84.28,0,46.6
72.71,75.59,8.29,2,2,68.56,86.06,37.53,66.26,0,3,47.5,1,54.9
72.51,73.29,6.03,0,3,72.85,67.96,72.38,54.68,1,0,77.04,5,57.9
81.27,75.07,6.36,2,2,64.53,65.76,62.36,71.64,1,2,71.04,4,57.5
75.46,78.55,6.44,0,1,43.15,45.51,61.06,33.03,0,0,85.44,1,49.9
81.23,77.24,7.74,1,3,70.88,100,43.22,46.12,2,1,69.64,0,59.3
82.03,71.79,6.2,1,5,61.03,69.62,65.52,66.55,0,1,62.08,4,57.3
96.55,73.54,5.2,1,2,74.5,65.73,53,74.61,5,0,88.07,3,61.2
71.85,57.55,8.09,0,0,69.46,45.31,45.66,57.16,1,1,74.12,0,49.9
65.59,66.58,6.56,1,2,62.1,70.62,53.07,53.06,5,1,80,3,55.9
77.46,73.56,5.93,1,0,100,67.17,34.79,55.53,1,0,72.15,3,55.5
66.98,64.91,6.25,2,2,65.31,69.93,83.92,42.59,2,0,40.34,3,55.2
89.82,82.46,8.72,0,0,71.2,47.12,63.13,55.37,1,2,31.21,2,55.4
72.17,65.76,6.34,1,0,98.18,43,62.45,81.11,4,1,46.26,3,55.4
69.34,75.38,6.88,3,1,54.87,93.4,90.63,57.86,2,1,54.15,1,59.4
70.29,74.28,6.55,0,3,82.6,50.46,53.58,54.42,0,0,100,2,55.5
82.18,81.21,5.77,1,2,58.79,75.87,43.14,56.33,1,1,40.89,4,53.5
73.42,82.91,6.26,0,5,66.53,63.78,76.05,96.24,2,0,79.13,6,63.4
68.58,80.63,5.7,3,1,75.95,82.93,42.74,77.37,1,0,41.36,1,55.4
91.65,49.83,7.96,1,1,87.2,70.86,22.37,77.19,1,1,72.73,2,56.3
66.44,86.14,7.1,1,3,54.66,69.38,76.88,70.79,0,0,58.63,1,57.3
75.36,89.8,9.48,0,2,73.84,70.14,69.2,71.17,2,0,35.15,2,63.1
81.52,67.7,6.29,3,2,58.86,56.44,57.18,77.35,1,0,66.67,2,56.7
58.69,75.6,6.14,2,1,79.68,50.59,39.88,94.93,1,1,72.75,3,53.8
79.8,63.2,8.53,0,2,84.54,64.34,75.51,64.01,1,0,97.08,1,61.7
64.45,51.57,8.06,0,2,80.02,45.04,55.35,64.28,0,0,78.87,0,51.8
83.23,64.87,7.38,1,2,57.93,36.21,80.1,87.74,4,1,68.59,1,57.6
65.37,67.06,5.89,1,1,53.46,70.17,75.95,63.07,1,1,23.19,3,49.9
81.93,69.1,8.74,2,1,67.42,63.9,48.66,80.69,1,0,76.2,1,60.6
86.06,62.45,6.93,0,2,51.59,82.64,38.88,53,0,1,40.12,0,49.2
83.61,64.93,6.57,2,3,77.71,80.66,73.3,32.5,1,3,56.42,1,54.9
77.51,72.88,8.14,0,1,91.2,75.75,72.13,34.15,1,0,47.01,5,60.5
72.69,64.53,6.98,1,1,58.19,75.53,71.45,94.46,1,1,64.34,0,55.2
69.24,78.98,5.83,1,3,77.85,56.13,64.61,100,0,0,58.94,1,55.8
89.71,80.5,7.04,2,1,58.11,75.1,84.28,61.03,0,0,62.18,5,62.8
68.01,99.18,6.22,1,0,88.84,58.84,100,49.29,1,0,70.25,3,61.2
64.63,85.38,4,3,1,85.18,76.73,98.78,67.11,0,0,75.19,5,60.4
81.65,75.67,6.12,1,0,68.8,100,70.19,46.75,1,1,75.04,4,58.9
67.04,66.18,6.47,0,0,81.48,31.94,80.45,100,1,0,70.59,4,55.4
65.5,76.23,5.84,0,1,82.56,79.04,60.31,44.7,1,1,57.78,2,52.3
60.56,76.59,7.58,2,1,52.12,69.09,21.63,33.86,0,2,55.85,4,49.5
70.17,67.35,6.22,2,1,77.42,58.68,95.69,62.75,2,0,75.44,1,58.3
74.17,81.62,7.48,3,3,60.67,79.24,51.14,73.81,1,1,62.09,4,61.4
77.43,57.62,5.77,0,0,71.86,49.07,38.58,59.19,2,0,70.25,4,50.2
84.51,70.31,7.91,2,4,64.84,98.81,86.38,88.23,0,0,88.38,0,66.5
80.27,79.11,5.72,1,1,70.43,83.91,100,61.68,1,1,42.1,2,57.7
73.09,69.84,4.66,2,1,83.81,59.68,74.81,52.55,2,1,63.03,0,52.2
73.02,70.73,8.24,2,3,52.85,39.08,60.4,100,1,4,72.65,2,55
80.1,71.48,6.14,1,0,43.76,58.62,86.15,68.16,0,1,57.59,1,51.8
87.73,63.81,8.76,1,0,63.29,89.47,71.93,46.87,1,0,73.03,0,60.3
76.26,85.91,7.56,2,3,86.58,96.81,39.01,38.94,1,0,73.61,1,61.9
70.31,61.8,7.79,3,0,56.52,64.44,44.62,37.37,3,0,29.67,2,52.8
65.07,76.5,8.05,2,4,62.26,78.67,55.24,0.85,1,0,64.52,2,56.9
60.55,77.55,7.11,1,2,87.51,61.83,72.61,85.16,0,0,89.25,1,59.3
81.66,62.57,7.12,0,3,90.77,63.67,81.01,57.42,0,0,71.06,0,57.6
80.78,73.8,8.28,2,4,80.39,54.88,57.39,75.02,1,0,84.5,0,62.3
80.77,62.99,7.11,0,0,76.12,88.98,85.8,64.24,2,0,69.18,3,60.5
73.71,88.3,6.27,0,2,85.02,57.38,93.72,11.89,0,0,39.27,0,53.6
89.07,60.47,7.59,0,0,63.77,73.94,61.88,55.26,0,1,76.64,2,55.1
70.16,65.81,4.89,1,1,80.39,70.61,36.8,56.89,1,0,74.11,2,50.8
84.55,59.53,8.32,1,2,58.04,100,79.49,88.54,2,0,57.63,2,63.6
74.61,58.07,8.34,0,2,94.28,68.48,100,79.03,1,0,66.09,4,63.9
68.92,90.5,8.2,0,2,85.65,60.43,55.97,56.61,0,1,48.12,2,57
80.93,78.97,8.16,1,3,79.88,57.05,98.56,59.29,1,0,55.36,3,63.9
79.1,74.54,6.92,0,2,64.87,81.71,53.17,44.91,3,0,52.02,4,57.5
78.57,65.78,6.89,2,2,80.4,98.34,62.07,41.88,1,0,62.07,4,60.8
75.81,82.98,5.77,2,1,69.72,95.13,89.88,44.96,1,2,80.53,3,59.8
74.62,63.93,8.75,1,0,61.66,60.65,59.79,55.91,0,0,69.17,0,54.9
98.88,81.73,6.51,3,2,78.77,80.18,37.56,62.24,1,1,44.38,2,59.7
86.84,63.4,7.34,0,0,41.47,52.41,78.84,54.41,1,1,55.94,5,53.8
82.23,65.91,7.25,2,3,83.3,67.65,39.74,66.83,1,1,86.06,0,57.7
76.12,81.34,5.66,1,5,54.55,47.41,83.64,51.24,1,1,42.61,2,53.4
85.07,82.5,5.26,2,1,80.99,68.68,80.63,73.86,2,0,69.13,3,61.4
80.18,79.57,7.01,0,3,47.65,52.82,94.61,99.36,0,0,52.12,2,58.2
75.26,61.45,6.55,1,1,63.8,66.99,47.27,85.02,1,0,84.39,4,56.3
71.96,68.09,6.91,1,4,76.81,87.89,47.6,39.4,3,0,89.35,2,59.6
74.19,74.73,8.07,0,1,83.06,55.26,64.84,48.49,2,0,60.88,2,57.7
43.3,63.66,7.22,1,3,59.64,61.95,56.58,85.18,1,0,45.11,3,52
77.11,88.08,7.76,2,5,56.12,82.35,32.58,27.32,0,0,49.22,2,57.5
70.12,46.58,7.45,0,2,85.33,62.32,59.24,54.1,0,0,83.5,1,53.3
90.93,64.43,6.68,1,1,98.52,49.95,65.93,60.91,2,0,47.85,2,57.7
75.19,67.39,6,1,2,56.35,61.76,75.19,54.51,0,3,51.46,3,50
63.11,41.72,7.26,0,3,30.78,68.38,69.11,55.55,0,1,77.17,2,48.2
74.5,57.64,7.08,0,3,92.81,77.27,60.84,66.47,0,1,95.98,2,57.9
64.54,79.88,7.92,2,4,67.79,41.07,96.48,61.14,0,0,82.4,4,62.4
79.73,73.33,6.85,1,0,56.42,76.53,58.09,43.74,1,1,84.55,2,55.1
77.91,90.3,6.7,1,3,70.87,70.95,52.45,94.95,0,0,73.61,1,60.1
84.58,90,6.77,1,1,99.17,36.45,60.94,59.77,2,2,49.35,2,56.8
67.09,77.76,6.08,0,0,79.86,63.98,76.4,67.35,1,0,61.05,0,53.6
75.34,76.45,8.45,2,0,81.71,69.64,55.54,53.84,0,1,82.03,3,60.4
61.35,73.73,8.14,2,3,72.43,54.95,75.63,60.75,0,1,79.31,3,59.2
82.01,43.79,5.79,5,3,77.15,52.21,75.88,44.87,2,0,93.04,1,58.1
80.19,57.66,7.8,1,4,95.46,67.2,52.03,35.01,1,0,64.03,1,57.6
79.96,74.11,5.15,0,1,56.46,67.61,55.47,73.59,0,1,40.14,4,50.1
75.02,79.78,7.99,1,6,81.4,36.04,100,41.75,0,2,51.19,2,58.7
79.15,76.19,6.3,2,0,69.48,57.56,67.45,54.18,1,0,63.43,6,58.3
91.04,63.18,7.36,0,0,69.06,55.8,13.07,95.65,0,0,55.86,3,52.7
72.15,83.31,5.07,3,2,52.83,47.89,50.26,85.72,3,1,84.98,2,55.3
76.39,89.31,5.8,0,2,76.31,80.85,77.04,44.61,0,0,20.68,1,54.1
64.14,83.32,7.47,1,2,78.73,82.13,64.02,68.59,0,2,37.76,2,56
66.32,83.89,6.3,1,1,67.2,46.16,65,31.46,0,0,74.9,3,53
75.98,66.85,6.16,0,0,91.71,65.31,79.21,85.7,3,1,52.71,2,56.6
86.04,84.84,8.4,0,2,71.25,74.48,48.99,61.77,0,0,31.93,1,57.8
72.44,74.6,9.21,2,3,38.15,82.87,68.03,83.37,3,1,86.99,3,64.9
72.64,78.63,7.94,0,2,78.25,81.09,61.34,65.6,1,1,52.05,2,58.3
70.93,77.02,5.91,2,2,52.56,62.67,69.56,51.67,2,0,55.31,2,54.5
69.65,71.66,8.76,1,1,91.43,69.31,57.71,54.47,2,0,55.16,3,60.8
77.95,63.54,5.44,0,1,98.14,84.4,58.49,52.26,1,0,100,4,58.2
60.03,72.1,6.7,2,1,85.11,61.8,74.21,68.9,2,0,40.45,0,55.2
87.81,83.85,7.05,1,1,69.99,54.2,46.44,44.68,2,0,51.31,5,58
68.35,68.14,8.92,2,1,79.01,84.91,53.21,60.21,0,0,100,3,63.1
82.22,82.83,7.91,2,2,58.78,52.31,96.84,62.36,1,1,74.53,1,61.5
62.3,81.11,6.54,0,3,79.19,42.13,75.43,28.3,0,0,79.48,1,53
81.69,69.71,6.06,1,6,58.08,72.34,82.5,37.82,0,0,64.79,1,56.5
81.72,88.28,8,3,3,98.19,78.75,65.99,26.45,0,0,74.47,0,64.5
78.84,69.09,6.47,0,2,55.21,86.27,67.96,54.14,3,0,78.01,0,56.4
65.06,89.61,7.22,3,2,45.43,77.96,48.62,58.19,1,1,42.97,3,56.2
77.5,77.78,5.63,2,3,67.53,79.82,70.32,74.61,0,2,75.55,0,55.9
63.17,72.83,7.57,0,1,78.88,51.22,70.37,42.53,0,0,79.13,1,54
72.47,63.23,7.49,0,4,100,73.71,81.85,33.32,0,0,100,3,61.7
85.29,72.03,5.76,2,1,59.15,76.62,59.68,49.26,0,0,60.89,1,54.1
82.97,70.76,8.03,1,0,70.94,58.83,64.71,67.7,3,1,75.66,2,59.5
75.15,59.16,7.55,0,1,69.99,68.11,100,94.25,2,1,76.21,2,60
65.25,70.61,7.74,0,1,54.2,85.47,65.77,62.02,0,0,57.61,3,55.5
81.46,64.16,6.62,1,1,54.98,81.2,48.42,39.29,0,0,89.65,0,53
75.19,79.45,7.18,4,1,41.71,86.02,75.61,68.09,5,1,49.98,4,63.2
51.8,87.37,7.06,0,5,92.91,60.18,68.1,62.09,1,0,32.74,1,55.9
82.83,59.5,6.85,0,1,58.08,90.93,47.48,60.67,0,0,49.35,0,51.6
74.76,91.84,7.17,2,0,38.71,59.86,73.37,33.22,2,1,100,6,60.2
87.02,71.59,8.26,0,3,64.2,46.12,85.31,67.93,1,0,44.92,0,57.8
64.05,62.27,8.07,2,1,88.28,66.17,51.66,50.62,1,0,60.9,0,55.5
43.23,81.34,5.82,2,1,77.73,66.54,90.24,50.44,1,0,52.51,3,54.8
77.79,68.09,7.99,1,2,77.66,55.24,52.16,78.01,0,0,96.48,3,60.2
77.92,72.1,8.19,1,2,94.28,73.82,48.63,71.62,1,0,33.69,1,58.9
58.09,68.55,6.85,1,2,85.63,100,67.66,37.26,2,1,57.18,3,57.1
65.22,64.02,7.51,3,2,30.75,75.53,79.65,90.06,0,0,100,1,59
100,80.96,7.49,5,2,62.84,80.93,81.88,80.97,1,0,67.42,3,69.8
71.94,69.85,6.15,0,2,76.52,79.06,71.3,43.15,2,1,48.64,1,53.2
82.31,57.2,6.62,1,3,72.84,59.05,42.33,16.25,2,1,54.49,1,50
68.49,79.06,7.75,0,2,78.34,52.33,47.28,67.11,0,0,33.59,1,52.9
54.1,59.74,6.5,0,2,100,65.79,58.3,65.35,0,0,72.82,5,54.9
73.3,60.31,7.98,2,1,55.45,68.19,75.89,41.37,2,0,28.79,3,55.7
72.34,86.12,8.3,0,1,36.26,87.5,57.15,96.47,1,1,64.4,1,57.8
71,59.84,8.14,0,0,33.5,56.66,84.7,57.82,1,0,50.5,2,52.1
73.85,47.52,8.98,0,1,83.82,68.45,100,59.3,0,1,63.66,1,57.8
77.64,79.85,6.91,3,0,67.6,67.97,46.3,66.79,1,2,59.66,4,56.8
73.5,69.66,7.18,1,0,47.67,63.66,66.01,84.52,0,0,36.5,3,53.5
62.36,70.61,7.32,1,2,66.48,76.17,76.67,65.77,1,0,56.93,1,56.6
79.86,69.54,6.94,2,1,62.8,71.56,81.67,61.61,1,0,85.75,3,60.9
55.51,75.55,7.54,3,1,64.7,88.64,69.41,31.09,1,1,66.63,2,57
54.5,64.72,5.29,0,2,41.3,70.28,62.73,59.62,2,0,68.45,2,48.3
82.39,89.24,7.2,0,4,78.89,38.98,33.71,86.87,0,0,100,0,58
80.07,56.76,5.62,1,3,80.77,52.76,56.95,46.65,0,0,44.98,1,49.9
74.43,77.89,6.04,1,1,71.93,60.05,77.17,62.61,0,0,50.08,3,55.3
61.05,80.06,7.73,1,2,68.86,30.93,92.01,0,0,0,59.82,3,53.6
67.92,64.64,6.8,0,1,72.68,52.02,42.58,88.5,0,0,79.77,0,51.2
72.37,61.74,7.7,0,1,70.74,82.68,90.19,57.88,3,0,57.86,2,59.4
59.04,84.19,6.78,0,4,43.37,45.13,85.09,56.74,0,0,81.31,3,54.8
67.61,62.1,8.11,0,0,57.43,75.58,68.81,70.41,1,1,77.9,1,54.7
81.52,66.33,6.76,0,4,73.21,48.63,49.27,65.95,0,0,59.34,2,53.7
89.27,82.76,5.05,1,3,58.97,67.67,92.98,68.37,0,0,53.22,2,57.6
70.81,73.38,7.23,0,0,83.25,67.93,63.21,36.71,0,1,99.43,1,54.9
82.56,53.23,4.83,1,2,49.73,71.86,74.49,86.53,0,0,53.8,3,52
55.86,92.22,5.55,3,2,100,46.34,48.84,83.18,2,0,70.45,1,57.6
81.59,67.17,6.12,0,0,100,83.11,36.28,66.76,1,1,75.8,4,56.3
66.96,68.57,5.99,1,2,65.75,61.22,78.45,91.14,1,0,51,1,54.3
78.07,75.81,6.45,1,1,47.54,54.27,72.86,60.59,2,1,100,3,56.6
72.52,79.88,5.96,2,1,61.96,74.92,74.19,50.69,1,0,64.96,2,56.7
88.2,94.57,5.59,1,2,88.21,67.66,43.6,65.53,1,0,62.22,2,58.8
66.26,54.74,8.54,1,1,64.91,57.23,80.69,84.05,1,0,59.75,1,56.6
81.28,82.09,6.32,1,5,75.91,61.85,79.51,51.74,2,1,80.99,0,59.6
72.2,81.17,4.77,2,3,70.77,25.23,100,50.37,1,1,63.09,2,53.3
73.42,71.49,6.64,2,4,78.58,65,59.78,38.86,1,1,38.3,0,53.5
